# commit: a97e75530ae93c0683ff5c53496ee5df0a088578
# spec_sha256: a85c11b0f32710be93f7ffc049a0cf15d689ac7bef6e9d8aaeaebf2be8c981b7
"leg","maintenance_cap","induction_window_weeks","h_per_year","pi_cure","lambda_usd_per_qaly","price_source","price_usd_per_course","arrangement","installment_length_years","installment_financing_rate_per_year","rebate_share","outcome_observation_years","reporting_horizon","reporting_horizon_years","discounted","route_model_usd","route_independent_usd","agreement_usd","route_model_share","route_independent_share","agreement_share","timing_gap_closed_share"
"T19b_installment_delta","on",8,0,0.5,1e+05,"frontier_P_star",173052.055669256,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,FALSE,-4.76837158203125e-07,0,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"frontier_P_star",173052.055669256,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,FALSE,-128491529.250685,-128491529.250685,-2.68220901489258e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"frontier_P_star",173052.055669256,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,FALSE,4.76837158203125e-07,0,4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"frontier_P_star",173052.055669256,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,FALSE,-259464074.973578,-259464074.973577,-8.94069671630859e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"frontier_P_star",173052.055669256,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,FALSE,-4.76837158203125e-07,0,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"frontier_P_star",173052.055669256,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,FALSE,-128491529.250685,-128491529.250685,-2.68220901489258e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"frontier_P_star",173052.055669256,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,FALSE,4.76837158203125e-07,0,4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,1616592812.39973,1616592812.39973,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,1641200000,1641200000,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,1347356756.93164,1347356756.93164,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,1367666666.66667,1367666666.66667,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,3467770709.22565,3467770709.22565,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,3609742746.72448,3609742746.72448,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,1914403783.11138,1914403783.11138,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,2031582524.27185,2031582524.27185,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,3643861244.74576,3643861244.74576,4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,3985225369.55708,3985225369.55708,-9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,1804509174.39097,1804509174.39097,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,2031582524.27184,2031582524.27184,-7.15255737304688e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,1.9073486328125e-06,0,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,547534958.026516,547534958.026516,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,279121592.633598,279121592.633598,5.96046447753906e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,9.5367431640625e-07,0,9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,547534958.026517,547534958.026516,9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,279121592.633597,279121592.633598,-3.57627868652344e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,FALSE,1616592812.39973,1616592812.39973,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,FALSE,1641200000,1641200000,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,FALSE,1347356756.93164,1347356756.93164,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,FALSE,1367666666.66667,1367666666.66667,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,FALSE,3545056874.39836,3545056874.39836,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,FALSE,3692700000,3692700000,-9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,FALSE,1929640541.58983,1929640541.58983,7.15255737304688e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,FALSE,2051500000,2051500000,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,FALSE,3733892185.9959,3733892185.9959,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,FALSE,4.103e+09,4.103e+09,-9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,FALSE,1807781083.17966,1807781083.17966,1.19209289550781e-06,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,FALSE,2051500000,2051500000,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,FALSE,-615179690.006836,-615179690.006836,3.57627868652344e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,FALSE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,FALSE,-304648646.025427,-304648646.025429,2.32458114624023e-06,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,FALSE,1.9073486328125e-06,0,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,FALSE,-615179690.006837,-615179690.006836,-5.96046447753906e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,FALSE,-9.5367431640625e-07,0,-9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,FALSE,-304648646.025428,-304648646.025429,1.37090682983398e-06,NA,NA,NA,NA
"T19b_installment_delta","on",8,0,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,FALSE,9.5367431640625e-07,0,9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,159003493.291506,159003493.291506,-2.98023223876953e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,161423786.613678,161423786.613678,-2.98023223876953e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,132522196.943353,132522196.943353,-1.49011611938477e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,134519822.178065,134519822.178065,-2.98023223876953e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,341080111.498419,341080111.498419,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,355044079.257571,355044079.257571,-5.96046447753906e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,188295337.422246,188295337.422246,-8.94069671630859e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,199820706.730524,199820706.730524,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,358399878.151165,358399878.151165,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,391975487.242749,391975487.242749,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,177486414.763169,177486414.763169,-1.49011611938477e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,199820706.730524,199820706.730524,-2.98023223876953e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,53853988.6838908,53853988.6838909,-3.72529029846191e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,-1.19209289550781e-07,0,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,27453609.802922,27453609.8029222,-2.12341547012329e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,-1.19209289550781e-07,0,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,53853988.6838908,53853988.6838909,-3.72529029846191e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,-1.19209289550781e-07,0,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,27453609.802922,27453609.8029222,-2.12341547012329e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,FALSE,159003493.291506,159003493.291506,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,FALSE,161423786.613678,161423786.613678,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,FALSE,132522196.943353,132522196.943353,-1.49011611938477e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,FALSE,134519822.178065,134519822.178065,-2.98023223876953e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,FALSE,348681759.947742,348681759.947742,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,FALSE,363203519.880776,363203519.880777,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,FALSE,189793981.858822,189793981.858822,-2.98023223876953e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,FALSE,201779733.267098,201779733.267098,-1.49011611938477e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,FALSE,367255066.70161,367255066.70161,-5.96046447753906e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,FALSE,403559466.534196,403559466.534196,-1.78813934326172e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,FALSE,177808230.450547,177808230.450547,-5.96046447753906e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,FALSE,201779733.267098,201779733.267098,-5.96046447753906e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,FALSE,-60507333.0543095,-60507333.0543093,-2.16066837310791e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,FALSE,-2.38418579101562e-07,0,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,FALSE,-29964378.5206891,-29964378.5206891,-4.09781932830811e-08,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,FALSE,-1.19209289550781e-07,0,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,FALSE,-60507333.0543095,-60507333.0543093,-2.16066837310791e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,FALSE,-2.38418579101562e-07,0,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,FALSE,-29964378.5206892,-29964378.5206891,-1.60187482833862e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"frontier_P_star",40355.9466534196,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,FALSE,-1.19209289550781e-07,0,-1.19209289550781e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,1616592812.39973,1616592812.39973,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,1641200000,1641200000,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,1347356756.93164,1347356756.93164,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,1367666666.66667,1367666666.66667,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,3467770709.22565,3467770709.22565,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,3609742746.72448,3609742746.72448,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,1914403783.11138,1914403783.11138,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,2031582524.27185,2031582524.27185,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,3643861244.74576,3643861244.74576,1.43051147460938e-06,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,3985225369.55708,3985225369.55708,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,1804509174.39097,1804509174.39097,4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,2031582524.27184,2031582524.27184,2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,1.9073486328125e-06,0,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,547534958.026516,547534958.026516,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,279121592.633598,279121592.633598,5.96046447753906e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,1.9073486328125e-06,0,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,547534958.026518,547534958.026516,1.9073486328125e-06,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,0,0,0,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,279121592.633598,279121592.633598,5.96046447753906e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,FALSE,1616592812.39973,1616592812.39973,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,FALSE,1641200000,1641200000,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,FALSE,1347356756.93164,1347356756.93164,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,FALSE,1367666666.66667,1367666666.66667,-2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,FALSE,3545056874.39836,3545056874.39836,-4.76837158203125e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,FALSE,3692700000,3692700000,-9.5367431640625e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,FALSE,1929640541.58983,1929640541.58983,2.38418579101562e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,FALSE,2051500000,2051500000,-7.15255737304688e-07,NA,NA,NA,NA
"T19b_installment_delta","on",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,FALSE,3733892185.9959,3733892185.9959,9.5367431640625e-07,NA,NA,NA,NA
