# commit: a97e75530ae93c0683ff5c53496ee5df0a088578
# spec_sha256: a85c11b0f32710be93f7ffc049a0cf15d689ac7bef6e9d8aaeaebf2be8c981b7
"leg","maintenance_cap","induction_window_weeks","h_per_year","pi_cure","lambda_usd_per_qaly","price_source","price_usd_per_course","arrangement","installment_length_years","installment_financing_rate_per_year","rebate_share","outcome_observation_years","reporting_horizon","reporting_horizon_years","discounted","route_model_usd","route_independent_usd","agreement_usd","route_model_share","route_independent_share","agreement_share","timing_gap_closed_share"
"T21a_outcomes_price_leg","off",8,0,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,2,"lifetime",65,TRUE,410300,410300,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,0,"lifetime",65,TRUE,410300,410300,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,5,"lifetime",65,TRUE,410300,410300,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,410300,410300,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,410300,410300,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0,1,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,410300,410300,0,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0,1,1e+05,"risk_neutralising_q_flat",141107.289629406,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,9770.88236885063,9770.88236885014,4.89308149553835e-10,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0,1,1e+05,"risk_neutralising_q_flat",133007.15395363,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,1670.74669307454,1670.74669307405,4.9317350203637e-10,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0,1,1e+05,"risk_neutralising_q_flat",154191.745274872,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,22855.3380143166,22855.3380143161,4.8748916015029e-10,NA,NA,NA,NA
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,1,0.0594418852240981,0.940558114775902,0
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.211994729515122,0.0594418852240981,0.152552844291024,0.837806041014944
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.2,0.0594418852240981,0.140558114775902,0.850558819739287
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.343233362451066,0.0594418852240981,0.283791477226968,0.698273320097202
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.333333333333333,0.0594418852240981,0.273891448109235,0.708799016449406
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.0594418852240981,0.0594418852240981,-6.93889390390723e-18,1
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.14176361138529,0.85823638861471,0
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.617640220056831,0.14176361138529,0.47587660867154,0.445518023956478
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.582693939108304,0.14176361138529,0.440930327723014,0.486236736670272
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.14176361138529,0.85823638861471,0
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.971156565180507,0.14176361138529,0.829392953795217,0.0336077975743367
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.14176361138529,0.14176361138529,0,1
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.215977633555264,0.784022366444736,0
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.215977633555264,0.784022366444736,1.41606039845473e-16
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.943419680562074,0.215977633555264,0.72744204700681,0.0721667159758437
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.215977633555264,0.784022366444736,0
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.971156565180507,0.215977633555264,0.755178931625243,0.0367890458920039
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.215977633555264,0.215977633555264,0,1
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.378235909617648,0.621764090382352,0
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.378235909617648,0.621764090382352,1.78560171260844e-16
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.943419680562074,0.378235909617648,0.565183770944426,0.0909996577691261
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.378235909617648,0.621764090382352,0
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.971156565180507,0.378235909617648,0.592920655562859,0.0463896761901378
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.378235909617648,0.378235909617648,0,1
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.800534670792264,0.199465329207736,0
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.800534670792264,0.199465329207736,5.5659949979021e-16
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.943419680562074,0.800534670792264,0.14288500976981,0.283659920561932
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.800534670792264,0.199465329207736,0
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.971156565180507,0.800534670792264,0.170621894388243,0.144603751108312
"gap_closed_single_cohort","off",8,0,1,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.800534670792264,0.800534670792264,0,1
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"frontier_P_star_lambda_zero",15336.9863064239,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,0,0,0,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"frontier_P_star_lambda_zero",15336.9863064239,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,1.49011611938477e-08,0,1.49011611938477e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"frontier_P_star_lambda_zero",15336.9863064239,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,1.49011611938477e-08,0,1.49011611938477e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"frontier_P_star_lambda_zero",15336.9863064239,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,0,0,0,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"frontier_P_star_lambda_zero",15336.9863064239,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,8.94069671630859e-08,0,8.94069671630859e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,186703639.016721,186703639.016721,2.98023223876953e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,1006855077.37991,1006855077.37991,1.19209289550781e-07,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,2286597915.06131,2286597915.06131,4.76837158203125e-07,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,4849419711.07466,4849419711.07465,9.5367431640625e-07,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,8667675483.87007,8667675483.87007,1.9073486328125e-06,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,2,"lifetime",65,TRUE,261686.551949808,261686.551949808,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,0,"lifetime",65,TRUE,257483.464976755,257483.464976755,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,5,"lifetime",65,TRUE,268759.555606569,268759.555606569,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,113073.103899617,113073.103899617,-1.45519152283669e-11,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,104666.92995351,104666.92995351,-2.91038304567337e-11,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,127219.111213137,127219.111213137,0,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.05,0.25,1e+05,"risk_neutralising_q_flat",76040.9933903543,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,5618.87805199133,5618.87805199115,1.72803993336856e-10,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.05,0.25,1e+05,"risk_neutralising_q_flat",64855.062799715,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,1207.44536598275,1207.44536598256,1.88947524293326e-10,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.05,0.25,1e+05,"risk_neutralising_q_flat",96539.1850202012,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,14596.3047379601,14596.30473796,1.78260961547494e-10,NA,NA,NA,NA
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,1,0.0945423406970309,0.905457659302969,0
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.211994729515122,0.0945423406970309,0.117452388818091,0.870283952417491
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.2,0.0945423406970309,0.105457659302969,0.88353109809226
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.343233362451066,0.0945423406970309,0.248691021754035,0.725342185579964
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.333333333333333,0.0945423406970309,0.238790992636302,0.736275915076884
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.0945423406970309,0.0945423406970309,0,1
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.244426031155029,0.755573968844971,0
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.617640220056831,0.244426031155029,0.373214188901802,0.506052081873167
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.582693939108304,0.244426031155029,0.338267907953276,0.55230338537155
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.244426031155029,0.755573968844971,0
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.971156565180507,0.244426031155029,0.726730534025478,0.0381742039943293
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.244426031155029,0.244426031155029,-2.77555756156289e-17,1
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.370189733207581,0.629810266792419,0
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.370189733207581,0.629810266792419,1.7627896577162e-16
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.943419680562074,0.370189733207581,0.573229947354493,0.0898370865341491
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.370189733207581,0.629810266792419,0
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.971156565180507,0.370189733207581,0.600966831972926,0.0457970222784563
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.370189733207581,0.370189733207581,0,1
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.601743701239149,0.398256298760851,0
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.601743701239149,0.398256298760851,2.78770989455671e-16
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.943419680562074,0.601743701239149,0.341675979322925,0.142070118197684
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"10yr",10,TRUE,NA,NA,NA,1,0.601743701239149,0.398256298760851,0
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.971156565180507,0.601743701239149,0.369412863941358,0.0724243029155783
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,NA,NA,NA,0.601743701239149,0.601743701239149,0,1
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.944357889079509,0.0556421109204907,0
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.944357889079509,0.0556421109204905,1.99529278501242e-15
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.943419680562074,0.944357889079509,-0.000938208517435424,1.0168614831809
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"30yr",30,TRUE,NA,NA,NA,1,0.944357889079509,0.0556421109204907,0
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.971156565180507,0.944357889079509,0.0267986761009977,0.518374201523528
"gap_closed_single_cohort","off",8,0.05,0.25,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,NA,NA,NA,0.944357889079509,0.944357889079509,0,1
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"frontier_P_star_lambda_zero",31440.5300155269,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,7.45058059692383e-09,0,7.45058059692383e-09,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"frontier_P_star_lambda_zero",31440.5300155269,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,-7.45058059692383e-09,0,-7.45058059692383e-09,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"frontier_P_star_lambda_zero",31440.5300155269,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,-3.72529029846191e-08,0,-3.72529029846191e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"frontier_P_star_lambda_zero",31440.5300155269,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,-2.23517417907715e-08,0,-2.23517417907715e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"frontier_P_star_lambda_zero",31440.5300155269,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,-2.23517417907715e-08,0,-2.23517417907715e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,211112441.260927,211112441.260927,2.98023223876953e-08,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,1051835577.48295,1051835577.48295,0,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"5yr",5,TRUE,2323072842.26398,2323072842.26398,0,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"10yr",10,TRUE,4737745494.84267,4737745494.84267,0,NA,NA,NA,NA
"T20_offset_matched_identity","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"30yr",30,TRUE,8325713424.4651,8325713424.46509,1.9073486328125e-06,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,2,"lifetime",65,TRUE,305132.091580824,305132.091580824,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,0,"lifetime",65,TRUE,308422.309984503,308422.309984503,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,0.5,5,"lifetime",65,TRUE,302980.291893405,302980.291893405,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,199964.183161649,199964.183161649,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,206544.619969007,206544.619969007,0,NA,NA,NA,NA
"T21a_outcomes_price_leg","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,195660.583786811,195660.583786811,0,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.05,0.5,1e+05,"risk_neutralising_q_flat",76040.9933903543,"outcomes_based",NA,NA,1,2,"lifetime",65,TRUE,5618.87805199142,5618.87805199115,2.71938915830106e-10,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.05,0.5,1e+05,"risk_neutralising_q_flat",64855.062799715,"outcomes_based",NA,NA,1,0,"lifetime",65,TRUE,1207.44536598283,1207.44536598256,2.73075784207322e-10,NA,NA,NA,NA
"T21c_risk_neutral_level","off",8,0.05,0.5,1e+05,"risk_neutralising_q_flat",96539.1850202012,"outcomes_based",NA,NA,1,5,"lifetime",65,TRUE,14596.3047379602,14596.30473796,2.80124368146062e-10,NA,NA,NA,NA
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,1,0.111446305549432,0.888553694450568,0
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.211994729515122,0.111446305549432,0.10054842396569,0.886840351243079
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.2,0.111446305549432,0.088553694450568,0.9003395123968
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.343233362451066,0.111446305549432,0.231787056901634,0.739141192761617
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.333333333333333,0.111446305549432,0.221887027783901,0.750282926997334
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"1yr",1,TRUE,NA,NA,NA,0.111446305549432,0.111446305549432,-1.38777878078145e-17,1
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.261427715112978,0.738572284887022,0
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.617640220056831,0.261427715112978,0.356212504943853,0.517701229476351
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.582693939108304,0.261427715112978,0.321266223995326,0.565017222323107
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_3yr",3,0.03,NA,NA,"3yr",3,TRUE,NA,NA,NA,1,0.261427715112978,0.738572284887022,0
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_3yr",3,0,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.971156565180507,0.261427715112978,0.709728850067529,0.0390529612465827
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"offset_matched",NA,NA,NA,NA,"3yr",3,TRUE,NA,NA,NA,0.261427715112978,0.261427715112978,0,1
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"lump_sum",NA,NA,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.384261950481046,0.615738049518954,0
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_pv_neutral_5yr",5,0.03,NA,NA,"5yr",5,TRUE,NA,NA,NA,1,0.384261950481046,0.615738049518954,1.80307685304249e-16
"gap_closed_single_cohort","off",8,0.05,0.5,1e+05,"observed_analog_list_price",410300,"installment_interest_free_5yr",5,0,NA,NA,"5yr",5,TRUE,NA,NA,NA,0.943419680562074,0.384261950481046,0.559157730081028,0.0918902437199219
